"Centre Code","Centre Name","Centre Type","All Student Count","Enrolment Effective","Actual Address Line 1","Actual Address Line 2","Actual Address Line 3","Actual Address Post Code","OIC Title","Postal Address 1","Postal Address 2","Postal Address 3","Postal Address Post Code","Band","Phone Number","Restrict Contact to Outside Teaching Hours","Fax Number","Internet Site","Official Low Year Level","Official High Year Level","Geographic Region","Federal Electorate","State Electorate","Local Government Area"
"8013","Faith Christian School of Distance Education","Non-State School","","","129 Garfield Road","Karawatha","","4114","Principal","19 Eridani Avenue","Kingston","","4114","","(07) 3299 5357","N","","www.faithcfde.com","PY","12","South East","Moreton","Stretton","Brisbane (C)"
"2222","Faith Lutheran College - Plainland","Non-State School","","","5 Faith Avenue","Plainland","","4341","Principal","5 Faith Avenue","Plainland","","4341","","(07) 5466 9900","N","(07) 5466 9911","www.faithlc.qld.edu.au","08","12","Darling Downs South West","Wright","Lockyer","Lockyer Valley (R)"
"5312","Faith Lutheran College - Redlands (Beveridge Road Campus)","Associated Facility","","","1-15 Beveridge Road","Thornlands","","4164","Principal","PO Box 5400","Victoria Point","","4165","","(07) 3820 5500","N","(07) 3820 5511","www.faithlutheran.qld.edu.au","07","12","South East","Bowman","Redlands","Redland (C)"
"5763","Faith Lutheran College - Redlands (Link Road Campus)","Non-State School","","","132 Link Road","Victoria Point","","4165","Principal","PO Box 5400","Victoria Point","","4165","","(07) 3820 5500","N","(07) 3820 5511","www.faithlutheran.qld.edu.au","PY","06","South East","Bowman","Redlands","Redland (C)"
"6687","Far North Queensland NSS","District Office","0","","Floor 2 Queensland Government Building","17-19 Sheridan Street","Cairns","4870","Unknown","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6625","Far North Queensland Region","Region","0","","Floor 2 Queensland Government Building","17-19 Sheridan Street","Cairns","4870","Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"1172","Farleigh State School","State School","26","February 2012","Chidlow Street","Farleigh","","4741","Principal","CMB","Farleigh","","4741","05","(07) 4959 8229","N","(07) 4959 8884","www.farleighss.eq.edu.au","PY","07","Central Queensland","Dawson","Whitsunday","Mackay (R)"
"1027","Farnborough State School","State School","254","February 2012","8 Hinz Avenue","Farnborough","","4703","Principal","8 Hinz Avenue","Farnborough","","4703","07","(07) 4913 7333","N","(07) 4913 7300","www.farnboross.eq.edu.au","PY","07","Central Queensland","Capricornia","Keppel","Rockhampton (R)"
"1205","Federal State School","State School","104","February 2012","40 Middle Creek Road","Federal","","4568","Principal","PO Mail Service 1438","Pomona","","4568","06","(07) 5480 8600","N","(07) 5485 0107","www.federalss.eq.edu.au","PY","07","North Coast","Wide Bay","Nicklin","Sunshine Coast (R)"
"0810","Feluga State School","State School","29","February 2012","Feluga Road","Feluga via Tully","","4854","Principal","PO Box 399","Tully","","4854","05","(07) 4068 6153","N","(07) 4068 6225","www.felugass.eq.edu.au","PY","07","Far North Queensland","Kennedy","Hinchinbrook","Cassowary Coast (R)"
"7558","Fernvale SS - Special Education Program","Special Education Program","0","February 2012","Brisbane Valley Highway","Fernvale","","4306","Teacher-in-Charge","Brisbane Valley Highway","Fernvale","","4306","","(07) 5427 1333","N","(07) 5427 1300","","PY","07","Metropolitan","Blair","Ipswich West","Somerset (R)"
"0170","Fernvale State School","State School","548","February 2012","Brisbane Valley Highway","Fernvale","","4306","Principal","Brisbane Valley Highway","Fernvale","","4306","08","(07) 5427 1333","N","(07) 5427 1300","www.fernvaless.eq.edu.au","PY","07","Metropolitan","Blair","Ipswich West","Somerset (R)"
"5876","Ferny Grove SHS - Special Education Program","Special Education Program","0","February 2012","McGinn Road","Ferny Grove","","4055","Head of Special Education Services","PO Box 128","Ferny Hills","","4055","05","(07) 3550 5777","N","(07) 3550 5700","","08","12","Metropolitan","Ryan","Ferny Grove","Brisbane (C)"
"2200","Ferny Grove SS - Special Education Program","Special Education Program","0","February 2012","Finvoy Street","Ferny Grove","","4055","Teacher-in-Charge","Finvoy Street","Ferny Grove","","4055","","(07) 3550 5334","N","(07) 3550 5300","www.ferngrovss.eq.edu.au","PY","07","Metropolitan","Ryan","Ferny Grove","Brisbane (C)"
"2148","Ferny Grove State High School","State High School","1365","February 2012","McGinn Road","Ferny Grove","","4055","Principal","PO Box 128","Ferny Hills","","4055","11","(07) 3550 5777","N","(07) 3550 5700","www.fernygroveshs.eq.edu.au","08","12","Metropolitan","Ryan","Ferny Grove","Brisbane (C)"
"0227","Ferny Grove State School","State School","848","February 2012","Finvoy Street","Ferny Grove","","4055","Principal","Finvoy Street","Ferny Grove","","4055","10","(07) 3550 5333","N","(07) 3550 5300","www.ferngrovss.eq.edu.au","PY","07","Metropolitan","Ryan","Ferny Grove","Brisbane (C)"
"0250","Ferny Hills State School","State School","478","February 2012","Illuta Avenue","Ferny Hills","","4055","Principal","PO Box 347","Ferny Hills","","4055","08","(07) 3550 5444","N","(07) 3550 5400","www.fernhillss.eq.edu.au","PY","07","Metropolitan","Dickson","Ferny Grove","Moreton Bay (R)"
"0036","Fig Tree Pocket State School","State School","450","February 2012","Cubberla Street","Fig Tree Pocket","","4069","Principal","Cubberla Street","Fig Tree Pocket","","4069","08","(07) 3327 2111","N","(07) 3327 2100","www.figtreess.eq.edu.au","PY","07","Metropolitan","Ryan","Indooroopilly","Brisbane (C)"
"6629","Finance Branch","Administrative Unit (Other)","0","","Level 14 Education House","30 Mary Street","Brisbane","4000","Assistant Director-General","PO Box 15033","City East","","4002","","(07) 3237 5091","N","","","","","Central Office","Brisbane","Brisbane Central","Brisbane (C)"
"8015","Finance, DET BI and ERP Program","Administrative Unit (Other)","0","","Level 3 Block A","66 Earnest Street","South Brisbane","4101","Executive Director","Level 3 Block A","66 Earnest Street","South Brisbane","4101","","(07) 3244 6607","N","","","","","Central Office","Griffith","South Brisbane","Brisbane (C)"
"6627","Financial Strategy and Policy","Administrative Unit (Other)","0","","Level 19 Education House","30 Mary Street","Brisbane","4000","Executive Director","PO Box 15033","City East","","4002","","(07) 3237 1085","N","","","","","Central Office","Brisbane","Brisbane Central","Brisbane (C)"
"1175","Finch Hatton State School","State School","54","February 2012","Eungella Road","Finch Hatton","","4756","Principal","PO Box 51","Finch Hatton","","4756","05","(07) 4958 3124","N","(07) 4958 3391","www.finchattss.eq.edu.au","PY","07","Central Queensland","Capricornia","Mirani","Mackay (R)"
"5878","Fitzgerald SS - Special Education Program","Special Education Program","0","February 2012","Norris Road","Mackay North","","4740","Teacher-in-Charge","Norris Road","Mackay North","","4740","","(07) 4965 6333","N","(07) 4965 6300","","PY","07","Central Queensland","Dawson","Mackay","Mackay (R)"
"1883","Fitzgerald State School","State School","735","February 2012","Norris Road","Mackay North","","4740","Principal","Norris Road","Mackay North","","4740","09","(07) 4965 6333","N","(07) 4965 6300","www.fitzgerass.eq.edu.au","PY","07","Central Queensland","Dawson","Mackay","Mackay (R)"
"0489","Flagstone Creek State School","State School","34","February 2012","56 Flagstone School Road","Flagstone Creek via Helidon","","4344","Principal","56 Flagstone School Road","Flagstone Creek","via Helidon","4344","05","(07) 4697 5193","N","(07) 4697 5326","www.flagcreess.eq.edu.au","PY","07","Darling Downs South West","Wright","Lockyer","Lockyer Valley (R)"
"5229","Flagstone SS - Special Education Program","Special Education Program","0","February 2012","Poinciana Drive","Flagstone","","4280","Head of Special Education Services","Poinciana Drive","Flagstone","","4280","05","(07) 5547 9222","N","(07) 5547 9200","","PY","07","South East","Wright","Logan","Logan (C)"
"2323","Flagstone State Community College","State High School","817","February 2012","Cnr Homestead Dve and Poinciana Dve","Flagstone","","4280","Principal","PO Box 517","Jimboomba","","4280","10","(07) 5547 9333","N","(07) 5547 9300","www.flagstonescc.eq.edu.au","08","12","South East","Wright","Logan","Logan (C)"
"5879","Flagstone State Community College - Special Education Program","Special Education Program","0","February 2012","Cnr Homestead Dve and Poinciana Dve","Flagstone","","4280","Head of Special Education Services","PO Box 517","Jimboomba","","4280","05","(07) 5547 9333","N","(07) 5547 9300","","08","12","South East","Wright","Logan","Logan (C)"
"0471","Flagstone State School","State School","679","February 2012","Poinciana Drive","Flagstone","","4280","Principal","PO Box 395","Jimboomba","","4280","09","(07) 5547 9222","N","(07) 5547 9200","www.flagstonss.eq.edu.au","PY","07","South East","Wright","Logan","Logan (C)"
"0845","Flying Fish Point State School","State School","70","February 2012","Maud Street","Flying Fish Point","","4860","Principal","Maud Street","Flying Fish Point","","4860","05","(07) 4063 5111","N","(07) 4063 5100","www.flyifishss.eq.edu.au","PY","07","Far North Queensland","Kennedy","Mulgrave","Cassowary Coast (R)"
"7891","Flying Start HR Team","Administrative Unit (Other)","0","","Level 16 Education House","30 Mary Street","Brisbane","4001","Executive Director","Gpo Box 45033","City East","","4002","","(07) 3405 6357","N","(07) 3237 0842","","","","Central Office","Brisbane","Brisbane Central","Brisbane (C)"
"7610","Flying Start Implementation Team","Administrative Unit (Other)","0","","Level 21 Education House","30 Mary Street","Brisbane","4000","Assistant Director-General","PO Box 15033","City East","","4002","","(07) 3234 0271","N","","","","","Central Office","Brisbane","Brisbane Central","Brisbane (C)"
"6631","FNQ Atherton","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4091 0800","N","(07) 4091 4957","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6632","FNQ Central Cairns","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4051 3160","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6633","FNQ Douglas","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6634","FNQ Innisfail","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6635","FNQ Mareeba","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6636","FNQ Northern Cairns","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6637","FNQ Northern Peninsula Area","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6660","FNQ Services","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"7196","FNQ Services - Atherton Office","Education Office","0","","2 Whiting Street","Atherton","","4883","Regional Director","PO Box 1366","Atherton","","4883","","(07) 4091 0800","N","(07) 4091 4957","","","","Far North Queensland","Kennedy","Dalrymple","Tablelands (R)"
"7197","FNQ Services - Cairns Office","Education Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"5314","FNQ Services - ISSU (Indigenous School Support Unit)","Consortium","0","","Cnr Severin Street and Mulgrave Road","Parramatta","","4870","Supervisor","PO Box 2268","Cairns","","4870","","(07) 4044 5600","N","(07) 4031 3238","www.issu.com.au","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6640","FNQ South Tablelands and West","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6638","FNQ Southern Cairns","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6639","FNQ Southern Cape","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6641","FNQ Tagai","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"7028","FNQ Training","District Office","0","","Floor 4 Education House","30 Mary Street","Brisbane","4000","Unknown","PO Box 15033","City East","","4002","","","N","","","","","Far North Queensland","Brisbane","Brisbane Central","Brisbane (C)"
"6642","FNQ Tully","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"6643","FNQ Western Cape","District Office","0","","Floor 2 State Government Building","17-19 Sheridan Street","Cairns","4870","Assistant Regional Director","PO Box 6094","Cairns","","4870","","(07) 4046 5222","N","(07) 4046 5200","","","","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
